RPM_A,RPM_B,Position_A (deg),Position_B (deg),Distance_A (cm),Distance_B (cm),Current_A,Current_B,Speed_A,Speed_B,Angular_Velocity (deg/s),timestamp
45,-45,197.64705882352942,138.35294117647058,0.0004686327322324116,-0.0004796182624499002,0.09790337839899976,-0.14917447431867448,23.561925,-23.561925,-107.99999999999999,1719304095.7603369
45,-45,187.76470588235293,148.23529411764707,0.0004686327322324116,-0.0004796182624499002,0.08960234382152699,-0.07446516312143281,23.561925,-23.561925,-107.99999999999999,1719304095.7944589
45,-46,177.88235294117646,158.11764705882354,0.0004686327322324116,-0.0004796182624499002,0.09204382457960669,-0.12207403790398885,23.561925,-24.085523333333335,-109.2,1719304095.830743
45,-45,169.41176470588235,168.0,0.0004686327322324116,-0.0004796182624499002,0.10742515335551062,-0.12158574175237291,23.561925,-23.561925,-107.99999999999999,1719304095.8659
44,-45,160.94117647058823,175.05882352941177,0.0004686327322324116,-0.0004796182624499002,0.09814752647480773,-0.10303048799096626,23.038326666666666,-23.561925,-106.8,1719304095.8969889
45,-46,151.05882352941177,184.94117647058823,0.0004686327322324116,-0.0004796182624499002,0.07275612659077701,-0.06152531510361037,23.561925,-24.085523333333335,-109.2,1719304095.931799
45,-46,141.1764705882353,194.8235294117647,0.0004686327322324116,-0.0004796182624499002,0.07129123813592919,-0.10034485915707858,23.561925,-24.085523333333335,-109.2,1719304095.969646
45,-46,132.7058823529412,204.7058823529412,0.0004967207356293995,-0.0005083304437001545,0.09643848994415194,-0.06445509201330601,23.561925,-24.085523333333335,-109.2,1719304096.0038772
45,-46,122.82352941176471,213.1764705882353,0.0005191911383469898,-0.0005313001887003579,0.08252204962309584,-0.09375286111026337,23.561925,-24.085523333333335,-109.2,1719304096.037915
45,-46,114.3529411764706,223.05882352941177,0.0005472791417439777,-0.0005600123699506123,0.1499069185460975,-0.05175939207129154,23.561925,-24.085523333333335,-109.2,1719304096.072012
44,-45,104.47058823529412,231.52941176470588,0.0005692502021789549,-0.0005824827726682026,0.1184118167668693,-0.14038514358958665,23.038326666666666,-23.561925,-106.8,1719304096.108421
44,-45,94.58823529411765,241.41176470588235,0.0005912212626139321,-0.0006049531753857929,0.17676320688497604,-0.12891018402661203,23.038326666666666,-23.561925,-106.8,1719304096.144454
44,-45,83.29411764705883,251.2941176470588,0.0006131923230489093,-0.0006274235781033832,0.1274452955717642,-0.13623462630085115,23.038326666666666,-23.561925,-106.8,1719304096.18308
45,-45,74.82352941176471,261.1764705882353,0.0006356627257664996,-0.0006498939808209735,0.13232825708792362,-0.1149937437055577,23.561925,-23.561925,-107.99999999999999,1719304096.2202601
44,-46,64.94117647058823,271.05882352941177,0.0006576337862014768,-0.0006728637258211769,0.08105716116824802,-0.10840174565874161,23.038326666666666,-24.085523333333335,-108.00000000000001,1719304096.253404
44,-46,55.05882352941177,280.94117647058823,0.0006576337862014768,-0.0006728637258211769,0.10351878414258309,-0.12207403790398885,23.038326666666666,-24.085523333333335,-108.00000000000001,1719304096.292005
45,-46,45.1764705882353,290.8235294117647,0.0006576337862014768,-0.0006728637258211769,0.11548203985717365,-0.08252204962309673,23.561925,-24.085523333333335,-109.2,1719304096.328893
45,-46,35.294117647058826,300.70588235294116,0.0006576337862014768,-0.0006728637258211769,0.10303048799096715,-0.1250038148136845,23.561925,-24.085523333333335,-109.2,1719304096.364249
44,-46,25.41176470588235,310.5882352941176,0.000679604846636454,-0.0006958334708213803,0.11938840907010118,-0.08667256691183223,23.038326666666666,-24.085523333333335,-108.00000000000001,1719304096.3994591
44,-45,14.117647058823529,320.47058823529414,0.0007015759070714312,-0.0007183038735389706,0.1108432264168222,-0.09009063997314382,23.038326666666666,-23.561925,-106.8,1719304096.4409668
45,-45,5.647058823529412,330.3529411764706,0.0007240463097890215,-0.000740774276256561,0.19092379528183834,-0.1430707724234752,23.561925,-23.561925,-107.99999999999999,1719304096.4765031
44,-45,358.5882352941176,338.8235294117647,0.0007460173702239987,-0.0007632446789741513,0.1596728415784181,-0.19507431257057384,23.038326666666666,-23.561925,-106.8,1719304096.51023
44,-45,348.70588235294116,348.70588235294116,0.0007460173702239987,-0.0007632446789741513,0.18335520493179125,-0.13892025513473882,23.038326666666666,-23.561925,-106.8,1719304096.545959
44,-45,338.8235294117647,358.5882352941176,0.0007734811957677202,-0.0007913326823711391,0.1416058839686265,-0.12475966673787653,23.038326666666666,-23.561925,-106.8,1719304096.580937
45,-46,328.94117647058823,7.0588235294117645,0.0007959515984853105,-0.0008143024273713426,0.17065950498977678,-0.1391644032105468,23.561925,-24.085523333333335,-109.2,1719304096.619031
45,-46,317.6470588235294,18.352941176470587,0.0008184220012029008,-0.000837272172371546,0.11938840907010118,-0.112552262947478,23.561925,-24.085523333333335,-109.2,1719304096.657973
45,-46,309.1764705882353,26.823529411764707,0.0008352748032410935,-0.0008544994811216986,0.16846217230750504,-0.1672414319284643,23.561925,-24.085523333333335,-109.2,1719304096.6931689
44,-45,299.29411764705884,36.705882352941174,0.0008627386287848151,-0.0008825874845186865,0.1232947782830287,-0.11719107638782944,23.038326666666666,-23.561925,-106.8,1719304096.728582
45,-46,289.4117647058824,46.588235294117645,0.0008627386287848151,-0.0008825874845186865,0.12451551866206856,-0.1713919492171998,23.561925,-24.085523333333335,-109.2,1719304096.763777
44,-45,280.94117647058823,55.05882352941177,0.0008627386287848151,-0.0008825874845186865,0.12158574175237291,-0.13940855128635476,23.038326666666666,-23.561925,-106.8,1719304096.796287
44,-45,271.05882352941177,64.94117647058823,0.0008627386287848151,-0.0008825874845186865,0.13647877437665912,-0.17090365306558386,23.038326666666666,-23.561925,-106.8,1719304096.8349261
45,-45,261.1764705882353,74.82352941176471,0.0008627386287848151,-0.0008825874845186865,0.07715079195532049,-0.11181981872005409,23.561925,-23.561925,-107.99999999999999,1719304096.871063
45,-45,251.2941176470588,84.70588235294117,0.0008908266321818029,-0.0009106754879156743,0.11474959562974973,-0.16187017426068895,23.561925,-23.561925,-107.99999999999999,1719304096.906365
45,-46,242.8235294117647,93.17647058823529,0.0008908266321818029,-0.0009106754879156743,0.07177953428754513,-0.112552262947478,23.561925,-24.085523333333335,-109.2,1719304096.94049
44,-45,234.35294117647058,101.6470588235294,0.0009182904577255245,-0.0009387634913126622,0.21094393749809193,-0.16919461653492807,23.038326666666666,-23.561925,-106.8,1719304096.972744
44,-45,223.05882352941177,112.94117647058823,0.0009622325785954789,-0.0009837042967478428,0.15137180700094532,-0.1340372936185794,23.038326666666666,-23.561925,-106.8,1719304097.0121741
44,-45,214.58823529411765,121.41176470588235,0.000984203639030456,-0.0010061746994654331,0.1274452955717642,-0.14941862239448245,23.038326666666666,-23.561925,-106.8,1719304097.0475688
44,-45,204.7058823529412,131.2941176470588,0.0010336385250091548,-0.0010567331055800113,0.11230811487167003,-0.12158574175237291,23.038326666666666,-23.561925,-106.8,1719304097.084859
45,-46,192.0,142.58823529411765,0.0010954321324825281,-0.0011198999043305709,0.0927762688070306,-0.10303048799096626,23.561925,-24.085523333333335,-109.2,1719304097.1274471
45,-46,183.52941176470588,152.47058823529412,0.001190931344032287,-0.0012175213205814356,0.12622455519272435,-0.1506393627735223,23.561925,-24.085523333333335,-109.2,1719304097.1631129
44,-46,173.64705882352942,162.35294117647058,0.0012129024044672642,-0.0012404910655816391,0.09668263801995991,-0.1367229224524671,23.038326666666666,-24.085523333333335,-108.00000000000001,1719304097.198685
44,-45,163.76470588235293,172.23529411764707,0.0012403662300109856,-0.001268579068978627,0.1257362590411084,-0.1596728415784172,23.038326666666666,-23.561925,-106.8,1719304097.234195
